STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"01","027","958900","3","010279589003",Block Group 3,G5030,S,"51004204","184289","+33.3003255","-085.6861759"
"01","027","959000","2","010279590002",Block Group 2,G5030,S,"101228329","331642","+33.3112121","-085.9143649"
"01","027","959000","3","010279590003",Block Group 3,G5030,S,"19993871","94558","+33.2636507","-085.8652422"
"01","027","958900","2","010279589002",Block Group 2,G5030,S,"73575402","174228","+33.3523154","-085.6994124"
"01","073","014404","1","010730144041",Block Group 1,G5030,S,"3118592","34730","+33.4369142","-086.8258577"
"01","073","014409","2","010730144092",Block Group 2,G5030,S,"1440369","28198","+33.4005190","-086.8090946"
"01","073","003600","4","010730036004",Block Group 4,G5030,S,"616626","0","+33.4870372","-086.9016977"
"01","073","003600","6","010730036006",Block Group 6,G5030,S,"362123","0","+33.4761369","-086.9019318"
"01","073","003700","1","010730037001",Block Group 1,G5030,S,"634456","0","+33.4988603","-086.8843637"
"01","073","003700","2","010730037002",Block Group 2,G5030,S,"621916","0","+33.4933395","-086.8852775"
"01","073","003700","3","010730037003",Block Group 3,G5030,S,"385147","0","+33.5004875","-086.8903982"
"01","073","003700","4","010730037004",Block Group 4,G5030,S,"775109","0","+33.4957169","-086.8989033"
"01","073","003802","2","010730038022",Block Group 2,G5030,S,"942472","0","+33.4768516","-086.8923191"
"01","073","003802","3","010730038023",Block Group 3,G5030,S,"1043609","0","+33.4836799","-086.8863523"
"01","073","003803","3","010730038033",Block Group 3,G5030,S,"565878","0","+33.4900557","-086.8695472"
"01","073","003803","2","010730038032",Block Group 2,G5030,S,"774249","0","+33.4829139","-086.8673952"
"01","097","006802","2","010970068022",Block Group 2,G5030,S,"775120","0","+30.5928666","-088.1742527"
"01","097","002501","1","010970025011",Block Group 1,G5030,S,"760669","0","+30.6816193","-088.0851002"
"01","097","000902","2","010970009022",Block Group 2,G5030,S,"629168","0","+30.6827972","-088.0777376"
"01","097","006102","1","010970061021",Block Group 1,G5030,S,"14464126","38536","+30.7827792","-088.2128025"
"01","073","011500","3","010730115003",Block Group 3,G5030,S,"5446916","0","+33.7317464","-087.0062360"
"01","073","003803","4","010730038034",Block Group 4,G5030,S,"525668","0","+33.4917713","-086.8622928"
"01","073","003900","1","010730039001",Block Group 1,G5030,S,"2232850","0","+33.4989970","-086.8647433"
"01","073","004000","1","010730040001",Block Group 1,G5030,S,"679576","0","+33.4990817","-086.8440153"
"01","097","000903","1","010970009031",Block Group 1,G5030,S,"744660","0","+30.6773945","-088.0734903"
"01","097","001302","1","010970013021",Block Group 1,G5030,S,"1064965","0","+30.6695494","-088.0626023"
"01","097","005900","1","010970059001",Block Group 1,G5030,S,"228474871","1593269","+31.0305712","-088.3442790"
"01","097","000901","1","010970009011",Block Group 1,G5030,S,"1078529","0","+30.6928547","-088.0756748"
"01","097","001302","3","010970013023",Block Group 3,G5030,S,"413657","0","+30.6632654","-088.0607597"
"01","097","007300","4","010970073004",Block Group 4,G5030,S,"26257702","2574921","+30.4248478","-088.2817640"
"01","097","002301","2","010970023012",Block Group 2,G5030,S,"915279","0","+30.6546998","-088.0917829"
"01","097","006600","3","010970066003",Block Group 3,G5030,S,"6868999","28610","+30.4635642","-088.3589862"
"01","097","002302","2","010970023022",Block Group 2,G5030,S,"936703","1329","+30.6547108","-088.0837337"
"01","097","003606","2","010970036062",Block Group 2,G5030,S,"838351","0","+30.6802044","-088.1852575"
"01","097","000500","1","010970005001",Block Group 1,G5030,S,"1980261","102640","+30.7089520","-088.0634992"
"01","073","004200","2","010730042002",Block Group 2,G5030,S,"1234547","0","+33.5038800","-086.8339482"
"01","097","001800","2","010970018002",Block Group 2,G5030,S,"2211497","0","+30.6028094","-088.0686152"
"01","097","002000","1","010970020001",Block Group 1,G5030,S,"958615","224520","+30.6281354","-088.1021070"
"01","097","002100","3","010970021003",Block Group 3,G5030,S,"1720114","0","+30.6352236","-088.1124120"
"01","097","002200","2","010970022002",Block Group 2,G5030,S,"834936","16027","+30.6403271","-088.1009148"
"01","097","002200","3","010970022003",Block Group 3,G5030,S,"1313454","1082","+30.6489514","-088.0983592"
"01","073","004000","3","010730040003",Block Group 3,G5030,S,"377178","0","+33.4878953","-086.8579785"
"01","073","004000","4","010730040004",Block Group 4,G5030,S,"534120","0","+33.4956039","-086.8577852"
"01","073","004000","5","010730040005",Block Group 5,G5030,S,"423382","0","+33.4979895","-086.8508036"
"01","073","004200","1","010730042001",Block Group 1,G5030,S,"1820701","0","+33.4986228","-086.8224119"
"01","073","004000","2","010730040002",Block Group 2,G5030,S,"344660","0","+33.4923203","-086.8508795"
"01","125","010703","1","011250107031",Block Group 1,G5030,S,"68296672","410297","+33.1603831","-087.2391563"
"01","015","000700","3","010150007003",Block Group 3,G5030,S,"27424666","60732","+33.6878708","-085.7878770"
"01","015","981903","1","010159819031",Block Group 1,G5030,S,"36029495","1072","+33.7072288","-085.7502859"
"01","015","002102","1","010150021021",Block Group 1,G5030,S,"18116282","796","+33.8354169","-085.7327056"
"01","015","002400","1","010150024001",Block Group 1,G5030,S,"49890651","132179","+33.8817193","-085.7311144"
"01","015","001400","1","010150014001",Block Group 1,G5030,S,"4875125","24707","+33.6710509","-085.8769559"
"01","015","001202","1","010150012021",Block Group 1,G5030,S,"17391607","6317","+33.6108723","-085.8752651"
"01","015","981902","1","010159819021",Block Group 1,G5030,S,"89734585","294152","+33.7188196","-085.9523544"
"01","089","002722","1","010890027221",Block Group 1,G5030,S,"3753516","14106","+34.6541540","-086.5262617"
"01","089","000403","1","010890004031",Block Group 1,G5030,S,"3295493","0","+34.8010637","-086.6100250"
"01","089","001301","1","010890013011",Block Group 1,G5030,S,"287522","0","+34.7415577","-086.6439369"
"01","089","001301","2","010890013012",Block Group 2,G5030,S,"1336974","0","+34.7441267","-086.6372755"
"01","089","001700","2","010890017002",Block Group 2,G5030,S,"1039765","0","+34.7226497","-086.5676937"
"01","089","000702","2","010890007022",Block Group 2,G5030,S,"1644242","0","+34.7521175","-086.5999781"
"01","089","011012","2","010890110122",Block Group 2,G5030,S,"3396041","21641","+34.7344746","-086.7326757"
"01","089","000702","1","010890007021",Block Group 1,G5030,S,"1520022","897","+34.7552232","-086.6057351"
"01","121","010101","2","011210101012",Block Group 2,G5030,S,"65264856","189358","+33.5360249","-085.8617585"
"01","121","010500","1","011210105001",Block Group 1,G5030,S,"7525958","8419","+33.4548956","-086.0677090"
"01","127","021500","1","011270215001",Block Group 1,G5030,S,"8254766","343340","+33.7361795","-087.1580397"
"01","127","021500","3","011270215003",Block Group 3,G5030,S,"21491103","49953","+33.7690908","-087.2216782"
"01","127","021600","2","011270216002",Block Group 2,G5030,S,"53239676","3789733","+33.6323150","-087.1680601"
"01","127","020900","2","011270209002",Block Group 2,G5030,S,"41185938","310721","+33.9725742","-087.3054022"
"01","127","021000","1","011270210001",Block Group 1,G5030,S,"58097286","160258","+33.9599933","-087.5024070"
"01","127","021100","2","011270211002",Block Group 2,G5030,S,"69455783","291941","+33.9586169","-087.5871561"
"01","127","021200","2","011270212002",Block Group 2,G5030,S,"49354025","665432","+33.8385615","-087.3870251"
"01","127","021300","1","011270213001",Block Group 1,G5030,S,"206719193","734247","+33.7152007","-087.4348071"
"01","127","021400","1","011270214001",Block Group 1,G5030,S,"25286520","52709","+33.7447302","-087.2964323"
"01","127","021400","4","011270214004",Block Group 4,G5030,S,"32739384","52921","+33.7373112","-087.2472592"
"01","127","021700","2","011270217002",Block Group 2,G5030,S,"8423818","27621","+33.7363639","-087.0567298"
"01","127","021800","2","011270218002",Block Group 2,G5030,S,"10060190","59377","+33.7621381","-087.0311930"
"01","029","959500","2","010299595002",Block Group 2,G5030,S,"146386096","103724","+33.7530063","-085.4184432"
"01","029","959600","2","010299596002",Block Group 2,G5030,S,"15879554","39153","+33.6428299","-085.5517917"
"01","029","959700","1","010299597001",Block Group 1,G5030,S,"175048784","244023","+33.5966837","-085.5712649"
"01","029","959800","1","010299598001",Block Group 1,G5030,S,"130842004","0","+33.6344854","-085.3867195"
"01","029","959500","1","010299595001",Block Group 1,G5030,S,"345091512","358013","+33.8555602","-085.4899713"
"01","013","953100","2","010139531002",Block Group 2,G5030,S,"5412096","304743","+31.8096142","-086.6303391"
"01","125","012503","1","011250125031",Block Group 1,G5030,S,"10496221","36544","+33.1341005","-087.5180603"
"01","125","010102","3","011250101023",Block Group 3,G5030,S,"411634015","16586753","+33.4382824","-087.4315265"
"01","125","010203","1","011250102031",Block Group 1,G5030,S,"21381934","3136323","+33.3033462","-087.5372908"
"01","125","011902","2","011250119022",Block Group 2,G5030,S,"860777","0","+33.1893611","-087.5560469"
"01","125","010101","2","011250101012",Block Group 2,G5030,S,"9713800","685385","+33.2655537","-087.4865056"
"01","055","011001","2","010550110012",Block Group 2,G5030,S,"18425586","37152","+34.1625035","-086.1179841"
"01","055","011100","1","010550111001",Block Group 1,G5030,S,"67815181","8688","+34.1047654","-086.2275901"
"01","003","010400","3","010030104003",Block Group 3,G5030,S,"251445877","438042","+30.7758888","-087.6961710"
"01","003","010300","2","010030103002",Block Group 2,G5030,S,"64370735","346013","+30.7606690","-087.8525912"
"01","003","010903","1","010030109031",Block Group 1,G5030,S,"19382247","18278","+30.6302234","-087.7854819"
"01","003","010800","3","010030108003",Block Group 3,G5030,S,"6384620","0","+30.5811912","-087.8918285"
"01","003","010100","2","010030101002",Block Group 2,G5030,S,"220671636","10383622","+31.0001257","-087.8400435"
"01","003","010904","3","010030109043",Block Group 3,G5030,S,"47409410","396334","+30.6250401","-087.7054370"
"01","003","010704","2","010030107042",Block Group 2,G5030,S,"2720551","0","+30.6393949","-087.8762301"
"01","003","010906","1","010030109061",Block Group 1,G5030,S,"18759768","159407","+30.5895783","-087.7084111"
"01","003","010906","2","010030109062",Block Group 2,G5030,S,"6072872","16392","+30.5570276","-087.6856237"
"01","003","011601","3","010030116013",Block Group 3,G5030,S,"39716363","2665846","+30.3734450","-087.5263153"
"01","003","011501","1","010030115011",Block Group 1,G5030,S,"32014091","70791","+30.4324484","-087.6790139"
"01","003","011601","2","010030116012",Block Group 2,G5030,S,"33517184","200247","+30.3971852","-087.5855002"
"01","003","010906","3","010030109063",Block Group 3,G5030,S,"14490669","9568","+30.5362787","-087.6636278"
"01","059","973400","3","010599734003",Block Group 3,G5030,S,"6356038","167078","+34.4593853","-088.1476673"
"01","059","973000","4","010599730004",Block Group 4,G5030,S,"1452835","19324","+34.5198710","-087.7298201"
"01","069","040900","2","010690409002",Block Group 2,G5030,S,"2060633","12658","+31.1825217","-085.3817492"
"01","069","041000","1","010690410001",Block Group 1,G5030,S,"2705952","0","+31.2143385","-085.3736202"
"01","069","041000","2","010690410002",Block Group 2,G5030,S,"956691","0","+31.2056695","-085.3730006"
"01","069","041100","1","010690411001",Block Group 1,G5030,S,"2415081","23901","+31.2024746","-085.3962288"
"01","069","041100","2","010690411002",Block Group 2,G5030,S,"2090805","543","+31.1958815","-085.3981645"
"01","069","041100","3","010690411003",Block Group 3,G5030,S,"3526179","28810","+31.1757827","-085.3914389"
"01","069","041200","2","010690412002",Block Group 2,G5030,S,"1177017","0","+31.2155140","-085.3885257"
"01","069","041400","2","010690414002",Block Group 2,G5030,S,"5862023","22260","+31.2204537","-085.3529495"
"01","069","041400","3","010690414003",Block Group 3,G5030,S,"931596","0","+31.2275143","-085.3854340"
"01","069","041500","1","010690415001",Block Group 1,G5030,S,"24243608","0","+31.2951706","-085.3891987"
"01","101","005411","1","011010054111",Block Group 1,G5030,S,"2120650","77947","+32.3506619","-086.1504655"
"01","101","005611","2","011010056112",Block Group 2,G5030,S,"7367528","50415","+32.3092403","-086.1773250"
"01","101","005607","3","011010056073",Block Group 3,G5030,S,"2164969","0","+32.3276936","-086.1382362"
"01","101","005904","2","011010059042",Block Group 2,G5030,S,"48356422","980884","+32.2077080","-086.3732821"
"01","101","002800","4","011010028004",Block Group 4,G5030,S,"754427","0","+32.3305399","-086.2491087"
"01","101","002400","2","011010024002",Block Group 2,G5030,S,"1262904","0","+32.3480906","-086.3314271"
"01","101","005412","1","011010054121",Block Group 1,G5030,S,"1869111","40321","+32.3564836","-086.1828044"
"01","101","005614","1","011010056141",Block Group 1,G5030,S,"903119","5645","+32.3222295","-086.2322267"
"01","101","005904","3","011010059043",Block Group 3,G5030,S,"54206149","671385","+32.2802457","-086.4047376"
"01","101","005609","3","011010056093",Block Group 3,G5030,S,"3644272","26101","+32.3142864","-086.1917054"
"01","101","005607","2","011010056072",Block Group 2,G5030,S,"2427270","38479","+32.3353264","-086.1508701"
"01","101","005411","2","011010054112",Block Group 2,G5030,S,"2328851","10161","+32.3525278","-086.1424551"
"01","101","005613","3","011010056133",Block Group 3,G5030,S,"1545502","14942","+32.3090155","-086.2309207"
"01","101","005503","2","011010055032",Block Group 2,G5030,S,"4261739","10109","+32.3578664","-086.0921990"
"01","101","003304","1","011010033041",Block Group 1,G5030,S,"1702650","718","+32.3580773","-086.2275197"
"01","101","005503","1","011010055031",Block Group 1,G5030,S,"4893350","33435","+32.3486538","-086.0766343"
"01","101","005609","2","011010056092",Block Group 2,G5030,S,"1720153","1035","+32.3107499","-086.2059766"
"01","041","963600","2","010419636002",Block Group 2,G5030,S,"154272683","270359","+31.7866376","-086.3849427"
"01","003","010710","2","010030107102",Block Group 2,G5030,S,"7337867","25566","+30.6203273","-087.8731475"
"01","003","010710","3","010030107103",Block Group 3,G5030,S,"3653249","26191188","+30.6604947","-087.9557115"
"01","003","010709","1","010030107091",Block Group 1,G5030,S,"18856416","62885","+30.5796965","-087.8620474"
"01","003","011504","3","010030115043",Block Group 3,G5030,S,"16744189","412569","+30.3720874","-087.6470331"
"01","003","011104","3","010030111043",Block Group 3,G5030,S,"5196488","0","+30.5145544","-087.8651354"
"01","003","010709","2","010030107092",Block Group 2,G5030,S,"13813181","95880","+30.6225515","-087.8476208"
"01","003","010711","2","010030107112",Block Group 2,G5030,S,"1656762","36448","+30.6455625","-087.9014410"
"01","003","010711","1","010030107111",Block Group 1,G5030,S,"1894016","0","+30.6371136","-087.8977863"
"01","003","010707","1","010030107071",Block Group 1,G5030,S,"8023400","8560903","+30.6673200","-087.9409985"
"01","003","011413","3","010030114133",Block Group 3,G5030,S,"8748072","56624","+30.3086291","-087.6517474"
"01","003","011412","1","010030114121",Block Group 1,G5030,S,"17165947","2161795","+30.2920963","-087.7110014"
"01","003","011503","4","010030115034",Block Group 4,G5030,S,"5242209","4714","+30.3667726","-087.6854909"
"01","003","010908","1","010030109081",Block Group 1,G5030,S,"10608880","11968","+30.5653558","-087.7318952"
"01","003","010908","2","010030109082",Block Group 2,G5030,S,"20341321","36798","+30.5339466","-087.7234989"
"01","003","010907","1","010030109071",Block Group 1,G5030,S,"29430785","115882","+30.5259518","-087.7753308"
"01","003","011103","1","010030111031",Block Group 1,G5030,S,"15713127","9730","+30.5296623","-087.8260290"
"01","003","011410","4","010030114104",Block Group 4,G5030,S,"43305185","9091329","+30.3443324","-087.7961189"
"01","003","011104","2","010030111042",Block Group 2,G5030,S,"10082603","13741","+30.5149941","-087.8315628"
"01","003","011503","1","010030115031",Block Group 1,G5030,S,"6573850","7352","+30.3736066","-087.7094831"
"01","003","011411","1","010030114111",Block Group 1,G5030,S,"6444709","95863","+30.3447494","-087.6920689"
"01","003","011410","1","010030114101",Block Group 1,G5030,S,"18074592","117522","+30.3395483","-087.7415135"
"01","003","011412","2","010030114122",Block Group 2,G5030,S,"5609635","180332","+30.3166164","-087.6991412"
"01","003","011418","2","010030114182",Block Group 2,G5030,S,"13427709","7697320","+30.2616717","-087.6454156"
"01","003","011604","2","010030116042",Block Group 2,G5030,S,"10018446","36308","+30.3742586","-087.4707272"
"01","003","010907","2","010030109072",Block Group 2,G5030,S,"10741428","16537","+30.5517468","-087.7722190"
"01","003","011413","2","010030114132",Block Group 2,G5030,S,"4482977","669","+30.3184071","-087.6763314"
"01","003","011418","1","010030114181",Block Group 1,G5030,S,"4494026","353181","+30.2723973","-087.6647956"
"01","003","011415","1","010030114151",Block Group 1,G5030,S,"7776188","12607434","+30.2896945","-087.5148942"
"01","003","011419","2","010030114192",Block Group 2,G5030,S,"2160973","5730","+30.2689484","-087.6981178"
"01","003","010707","3","010030107073",Block Group 3,G5030,S,"85359314","45365457","+30.7544801","-087.9483253"
"01","003","010708","2","010030107082",Block Group 2,G5030,S,"42226367","409287","+30.7067215","-087.8343131"
"01","003","010300","5","010030103005",Block Group 5,G5030,S,"47471259","41449","+30.8170291","-087.7995391"
"01","003","010300","4","010030103004",Block Group 4,G5030,S,"13863278","1895","+30.8334756","-087.8311875"
"01","003","010708","1","010030107081",Block Group 1,G5030,S,"4405821","28903","+30.6493222","-087.8577366"
"01","003","010710","1","010030107101",Block Group 1,G5030,S,"2829124","0","+30.6247370","-087.8969268"
"01","003","011504","1","010030115041",Block Group 1,G5030,S,"5234727","2583","+30.3957011","-087.6352228"
"01","003","011604","1","010030116041",Block Group 1,G5030,S,"15717141","6071466","+30.3681939","-087.4991967"
"01","003","010706","2","010030107062",Block Group 2,G5030,S,"5841798","0","+30.6679034","-087.8720898"
"01","003","011419","4","010030114194",Block Group 4,G5030,S,"27440854","23145816","+30.2375544","-087.9238804"
"01","003","011603","2","010030116032",Block Group 2,G5030,S,"47466382","14459894","+30.4591104","-087.4480483"
"01","003","011409","1","010030114091",Block Group 1,G5030,S,"24736854","418374","+30.4282269","-087.7969144"
"01","003","011409","3","010030114093",Block Group 3,G5030,S,"15160028","26327","+30.4306467","-087.7496405"
"01","003","011410","2","010030114102",Block Group 2,G5030,S,"9498009","1951709","+30.4008099","-087.7895507"
"01","003","010708","4","010030107084",Block Group 4,G5030,S,"19015316","0","+30.6808120","-087.8113698"
"01","003","011504","2","010030115042",Block Group 2,G5030,S,"5020856","2572","+30.3929175","-087.6588513"
"01","029","959700","2","010299597002",Block Group 2,G5030,S,"243720590","385938","+33.5229996","-085.6911178"
"01","027","959100","1","010279591001",Block Group 1,G5030,S,"152191921","474992","+33.1867433","-085.8309171"
"01","027","959200","1","010279592001",Block Group 1,G5030,S,"282387796","683115","+33.1810340","-086.0757311"
"01","131","035100","4","011310351004",Block Group 4,G5030,S,"82650920","98448","+32.0796361","-087.6035756"
"01","103","005106","1","011030051061",Block Group 1,G5030,S,"1529398","0","+34.5778540","-087.0351011"
"01","103","005302","1","011030053021",Block Group 1,G5030,S,"7694265","181471","+34.4693465","-086.9648454"
"01","103","005404","1","011030054041",Block Group 1,G5030,S,"12467044","96989","+34.5176551","-086.8680003"
"01","117","030219","1","011170302191",Block Group 1,G5030,S,"26320020","741630","+33.3147482","-086.5846111"
"01","117","030611","1","011170306111",Block Group 1,G5030,S,"16591843","357371","+33.1658847","-086.8404085"
"01","117","030613","1","011170306131",Block Group 1,G5030,S,"10122273","58442","+33.1740122","-086.8094847"
"01","117","030613","2","011170306132",Block Group 2,G5030,S,"5484264","27901","+33.1549997","-086.7872950"
"01","117","030613","3","011170306133",Block Group 3,G5030,S,"1654579","829","+33.1566593","-086.7738665"
"01","117","030614","2","011170306142",Block Group 2,G5030,S,"39873898","644154","+33.1795854","-086.7451516"
"01","117","030614","1","011170306141",Block Group 1,G5030,S,"7861290","34607","+33.1757807","-086.7092562"
"01","117","030607","3","011170306073",Block Group 3,G5030,S,"2090569","0","+33.2195967","-086.8362329"
"01","117","030610","2","011170306102",Block Group 2,G5030,S,"3667480","3405","+33.2100757","-086.8421923"
"01","117","030616","2","011170306162",Block Group 2,G5030,S,"7128976","160815","+33.2324092","-086.7936280"
"01","117","030407","2","011170304072",Block Group 2,G5030,S,"10079957","340365","+33.1316970","-086.8475678"
"01","117","030503","2","011170305032",Block Group 2,G5030,S,"3872478","44598","+33.1120442","-086.7633363"
"01","117","030615","2","011170306152",Block Group 2,G5030,S,"26680973","1256553","+33.2292605","-086.7432337"
"01","117","030348","2","011170303482",Block Group 2,G5030,S,"3835988","94928","+33.3900651","-086.6788016"
"01","117","030349","1","011170303491",Block Group 1,G5030,S,"13709144","252457","+33.3567290","-086.6756453"
"01","117","030612","1","011170306121",Block Group 1,G5030,S,"11831972","250681","+33.1895055","-086.7960670"
"01","117","030215","2","011170302152",Block Group 2,G5030,S,"3381849","103428","+33.3700090","-086.6323784"
"01","117","030347","3","011170303473",Block Group 3,G5030,S,"1896612","406606","+33.4161838","-086.7062361"
"01","117","030212","3","011170302123",Block Group 3,G5030,S,"843105","20746","+33.4259791","-086.6998085"
"01","117","030218","2","011170302182",Block Group 2,G5030,S,"21427518","924760","+33.3039652","-086.6361711"
"01","117","030408","3","011170304083",Block Group 3,G5030,S,"14377595","331782","+33.1067115","-086.8805218"
"01","117","030336","4","011170303364",Block Group 4,G5030,S,"5977339","59784","+33.2916873","-086.8555282"
"01","117","030221","3","011170302213",Block Group 3,G5030,S,"5116656","58594","+33.4403785","-086.6848798"
"01","117","030610","1","011170306101",Block Group 1,G5030,S,"2272398","2565","+33.1939038","-086.8402218"
"01","117","030347","2","011170303472",Block Group 2,G5030,S,"881994","20761","+33.4093775","-086.7155908"
"01","117","030220","2","011170302202",Block Group 2,G5030,S,"3730539","60401","+33.4322975","-086.6584749"
"01","117","030350","1","011170303501",Block Group 1,G5030,S,"2900500","0","+33.2961904","-086.9152372"
"01","117","030346","1","011170303461",Block Group 1,G5030,S,"1893733","66921","+33.4087489","-086.7348904"
"01","003","011410","3","010030114103",Block Group 3,G5030,S,"40182485","391376","+30.3780833","-087.7555636"
"01","003","011419","1","010030114191",Block Group 1,G5030,S,"15685625","7097002","+30.2696500","-087.7506271"
"01","003","011411","2","010030114112",Block Group 2,G5030,S,"34764214","6440503","+30.3244734","-087.6184520"
"01","003","011413","1","010030114131",Block Group 1,G5030,S,"7989809","283107","+30.2886250","-087.6639879"
"01","003","011417","1","010030114171",Block Group 1,G5030,S,"12240715","68647","+30.2850214","-087.6039237"
"01","003","011414","2","010030114142",Block Group 2,G5030,S,"3533620","3788291","+30.3005888","-087.5417900"
"01","003","011419","3","010030114193",Block Group 3,G5030,S,"2405504","454301","+30.2739810","-087.7071685"
"01","003","011104","1","010030111041",Block Group 1,G5030,S,"2619114","3122","+30.5104089","-087.8767608"
"01","003","010708","3","010030107083",Block Group 3,G5030,S,"15862425","19210","+30.6453492","-087.8244263"
"01","003","010707","2","010030107072",Block Group 2,G5030,S,"2568430","0","+30.6763323","-087.9046598"
"01","003","010706","1","010030107061",Block Group 1,G5030,S,"7598887","2433","+30.6865417","-087.8787437"
"01","003","011416","1","010030114161",Block Group 1,G5030,S,"13478257","16044142","+30.2354488","-087.7773475"
"01","003","011503","3","010030115033",Block Group 3,G5030,S,"6575305","6811","+30.3729588","-087.6844585"
"01","003","011603","1","010030116031",Block Group 1,G5030,S,"8284320","14724155","+30.3916353","-087.4523077"
"01","003","011417","2","010030114172",Block Group 2,G5030,S,"4017726","773068","+30.2953194","-087.6140199"
"01","003","010709","3","010030107093",Block Group 3,G5030,S,"29928758","43607","+30.5709719","-087.8313064"
"01","003","011414","1","010030114141",Block Group 1,G5030,S,"4184090","4032204","+30.2857764","-087.5510217"
"01","003","011503","2","010030115032",Block Group 2,G5030,S,"6519954","9724","+30.3959698","-087.6963595"
"01","003","011409","2","010030114092",Block Group 2,G5030,S,"13796072","31526","+30.4317079","-087.7299683"
"01","095","030904","3","010950309043",Block Group 3,G5030,S,"21348376","97318","+34.2453322","-086.2857423"
"01","037","961000","2","010379610002",Block Group 2,G5030,S,"56236718","547243","+32.9608729","-086.0348797"
"01","037","961000","1","010379610001",Block Group 1,G5030,S,"140854012","678341","+32.9874653","-086.1180114"
"01","103","005107","2","011030051072",Block Group 2,G5030,S,"29113511","310692","+34.5427852","-087.0807413"
"01","103","005107","1","011030051071",Block Group 1,G5030,S,"14227230","104276","+34.5290223","-087.0382614"
"01","103","005302","2","011030053022",Block Group 2,G5030,S,"8199155","164228","+34.4258879","-086.9692111"
"01","103","005500","4","011030055004",Block Group 4,G5030,S,"16916942","97409","+34.3798230","-086.9110633"
"01","103","005701","1","011030057011",Block Group 1,G5030,S,"54974871","217965","+34.4297515","-086.6575521"
"01","011","952500","3","010119525003",Block Group 3,G5030,S,"195890435","820520","+32.0344192","-085.8022244"
"01","011","952100","1","010119521001",Block Group 1,G5030,S,"428206383","492358","+32.1157274","-085.5267341"
"01","011","952500","2","010119525002",Block Group 2,G5030,S,"242199161","621672","+31.9540780","-085.6945022"
"01","011","952500","1","010119525001",Block Group 1,G5030,S,"348246941","2031320","+32.1671439","-085.9042921"
"01","129","044200","5","011290442005",Block Group 5,G5030,S,"36557503","1822122","+31.1859156","-087.9619328"
"01","095","030302","2","010950303022",Block Group 2,G5030,S,"22906912","25607","+34.3443633","-086.3862379"
"01","095","030206","2","010950302062",Block Group 2,G5030,S,"78287750","20006880","+34.4377803","-086.3555842"
"01","095","030302","4","010950303024",Block Group 4,G5030,S,"25109642","255671","+34.3956133","-086.4735814"
"01","095","030502","4","010950305024",Block Group 4,G5030,S,"9157391","47458","+34.2960681","-086.4688266"
"01","095","030701","1","010950307011",Block Group 1,G5030,S,"12104137","0","+34.2955307","-086.2585405"
"01","095","030301","2","010950303012",Block Group 2,G5030,S,"25655775","226634","+34.4095333","-086.5566351"
"01","095","030205","1","010950302051",Block Group 1,G5030,S,"72885330","868079","+34.5419486","-086.3008512"
"01","095","030203","2","010950302032",Block Group 2,G5030,S,"38422573","2225587","+34.5388965","-086.1772337"
"01","095","030903","2","010950309032",Block Group 2,G5030,S,"3009489","47967","+34.2911920","-086.2270066"
"01","095","030601","1","010950306011",Block Group 1,G5030,S,"2498676","1243176","+34.3152381","-086.3194528"
"01","095","030401","3","010950304013",Block Group 3,G5030,S,"6202584","31972","+34.3313887","-086.5066570"
"01","095","030203","1","010950302031",Block Group 1,G5030,S,"55699983","138888","+34.5661004","-086.2244164"
"01","095","030302","1","010950303021",Block Group 1,G5030,S,"52684876","2538894","+34.4706316","-086.5075226"
"01","095","030301","1","010950303011",Block Group 1,G5030,S,"22956700","271571","+34.4275126","-086.5174432"
"01","095","030501","1","010950305011",Block Group 1,G5030,S,"13236336","79053","+34.3555740","-086.4566551"
"01","095","030204","1","010950302041",Block Group 1,G5030,S,"27713432","103802","+34.4938742","-086.2312193"
"01","095","030101","2","010950301012",Block Group 2,G5030,S,"29466290","98786","+34.3463625","-086.1462433"
"01","095","030602","3","010950306023",Block Group 3,G5030,S,"57221830","1429148","+34.2765694","-086.4022950"
"01","069","040802","2","010690408022",Block Group 2,G5030,S,"21524036","288845","+31.1491133","-085.4110726"
"01","069","040204","1","010690402041",Block Group 1,G5030,S,"4221655","0","+31.2589137","-085.4509328"
"01","069","041902","1","010690419021",Block Group 1,G5030,S,"22863190","274614","+31.2004203","-085.2585565"
"01","069","040205","3","010690402053",Block Group 3,G5030,S,"3490323","48130","+31.2310522","-085.4721506"
"01","069","040204","3","010690402043",Block Group 3,G5030,S,"4626319","0","+31.2371202","-085.4472743"
"01","069","040205","1","010690402051",Block Group 1,G5030,S,"4064562","40933","+31.2258307","-085.4924083"
"01","069","040204","2","010690402042",Block Group 2,G5030,S,"2899476","0","+31.2492624","-085.4356080"
"01","069","040203","1","010690402031",Block Group 1,G5030,S,"14602534","0","+31.2613323","-085.4742453"
"01","069","040801","1","010690408011",Block Group 1,G5030,S,"5308682","4945","+31.2019344","-085.4507061"
"01","069","041901","2","010690419012",Block Group 2,G5030,S,"20324836","157290","+31.1725644","-085.3106943"
"01","069","040900","3","010690409003",Block Group 3,G5030,S,"4837474","0","+31.1966035","-085.3624326"
"01","069","041902","4","010690419024",Block Group 4,G5030,S,"67073486","59005","+31.1262038","-085.2274244"
